VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
8739, 561, -0.08482,  0.08233, -0.01214,  0.83437,  0.51881, -0.2824, -0.17975,  0.67306,  0.76017, -1.00,  0.4734,  0.5822,  0.46769,  0.38782
8740, 585, -0.08258,  0.08175, -0.01252,  0.10001,  0.88504, -0.38628, -0.26461,  0.3406,  0.91671, -1.00,  0.4686,  0.5719,  0.4633,  0.38232
8741, 570, -0.08303,  0.08121, -0.01377,  0.54379,  0.79377,  0.05397, -0.43605,  0.10058,  0.89152, -1.00,  0.4636,  0.576,  0.45652,  0.38367
8742, 570, -0.08303,  0.08121, -0.01377,  0.54379,  0.79377,  0.05397, -0.43605,  0.10058,  0.89152, -1.00,  0.4636,  0.576,  0.45652,  0.38367
8743, 572, -0.08306,  0.08122, -0.01466,  0.79955,  0.56145, -0.10846, -0.23723,  0.48694,  0.8364, -1.00,  0.4579,  0.5783,  0.45005,  0.38326
8744, 567, -0.08358,  0.08236, -0.01459,  0.84172,  0.48793,  0.04875, -0.29679,  0.32622,  0.89869, -1.00,  0.4618,  0.5842,  0.45276,  0.38746
8745, 35, -0.12133,  0.0755, -0.00668,  0.16368,  0.97474,  0.09044, -0.10297, -0.07974,  0.98305, -1.00,  0.5166,  0.7298,  0.51938,  0.57704
8746, 38, -0.11535,  0.07445, -0.0071,  0.0165,  0.99883,  0.16324, -0.1087, -0.1933,  0.98996, -1.00,  0.5161,  0.7103,  0.51609,  0.55295
8747, 37, -0.11572,  0.07465, -0.0095,  0.02251,  1.0095, -0.08296, -0.04877,  0.08409,  1.00991, -1.00,  0.5001,  0.7124,  0.50,  0.55397
8748, 82, -0.1109,  0.07559, -0.00728, -0.27051,  0.96642,  0.2298, -0.14834, -0.34442,  0.96664, -1.00,  0.515,  0.6938,  0.51313,  0.53278
8749, 83, -0.10691,  0.07778, -0.00934, -0.52258,  0.89867, -0.10006, -0.0504,  0.08689,  1.04364, -1.00,  0.5001,  0.6788,  0.50,  0.51416
8750, 84, -0.11109,  0.07579, -0.00937, -0.27639,  0.99106, -0.09586, -0.04986,  0.08596,  1.03243, -1.00,  0.5001,  0.6967,  0.50,  0.53312
8751, 567, -0.08358,  0.08236, -0.01459,  0.84172,  0.48793,  0.04875, -0.29679,  0.32622,  0.89869, -1.00,  0.4618,  0.5842,  0.45276,  0.38746
8752, 572, -0.08306,  0.08122, -0.01466,  0.79955,  0.56145, -0.10846, -0.23723,  0.48694,  0.8364, -1.00,  0.4579,  0.5783,  0.45005,  0.38326
8753, 571, -0.08318,  0.08093, -0.01554,  0.71096,  0.5289, -0.42393, -0.07619,  0.69427,  0.70117, -1.00,  0.4544,  0.5818,  0.44645,  0.38518
8754, 821, -0.12151,  0.07001, -0.03031,  0.22056,  0.84725, -0.1364, -0.06422,  0.17614,  0.86132, -1.00,  0.4105,  0.7399,  0.38907,  0.58998
8755, 804, -0.12487,  0.07261, -0.02509,  0.25709,  0.87142, -0.21631, -0.11437,  0.26573,  0.88314, -1.00,  0.4412,  0.7477,  0.42274,  0.60147
8756, 802, -0.12041,  0.07053, -0.02524,  0.28438,  0.89574, -0.16656, -0.1046,  0.23466,  0.91692, -1.00,  0.4299,  0.7337,  0.41077,  0.58266
8757, 22, -0.12636,  0.07513,  0.00529,  0.24214,  0.89719,  0.09316,  0.02721, -0.11546,  0.92171, -1.00,  0.559,  0.7477,  0.57726,  0.60147
8758, 25, -0.1326,  0.07583,  0.00964,  0.03225,  0.88802,  0.10281,  0.06056, -0.1144,  0.87896, -1.00,  0.5747,  0.7693,  0.59447,  0.63218
8759, 28, -0.12767,  0.07507,  0.01089,  0.16875,  0.86725,  0.05268,  0.02343, -0.07792,  0.87495, -1.00,  0.5828,  0.7535,  0.60399,  0.60829
8760, 352, -0.07723,  0.08403, -0.00378, -0.31643,  0.92445,  0.37929,  0.11809, -0.4492,  0.95159, -1.00,  0.5253,  0.5401,  0.53182,  0.35023
8761, 353, -0.07728,  0.08484, -0.00615, -0.33358,  0.98465,  0.13022,  0.06799, -0.18634,  1.02883, -1.00,  0.5113,  0.5388,  0.51504,  0.35109
8762, 355, -0.07938,  0.08419, -0.00627, -0.15306,  0.96708,  0.19897,  0.07266, -0.24294,  0.97968, -1.00,  0.5135,  0.5506,  0.51638,  0.36264
8763, 359, -0.08126,  0.08416, -0.00651,  0.03642,  0.89337,  0.43241,  0.0912, -0.49444,  0.88177, -1.00,  0.5156,  0.5609,  0.51765,  0.37164
8764, 360, -0.07947,  0.08306, -0.00394, -0.26559,  0.88212,  0.37108,  0.08182, -0.42398,  0.90612, -1.00,  0.5287,  0.5526,  0.53438,  0.36232
8765, 355, -0.07938,  0.08419, -0.00627, -0.15306,  0.96708,  0.19897,  0.07266, -0.24294,  0.97968, -1.00,  0.5135,  0.5506,  0.51638,  0.36264
8766, 1019, -0.09481,  0.08245, -0.0034, -0.48317,  0.55082,  0.73199,  0.04335, -0.8301,  0.61669, -1.00,  0.5351,  0.627,  0.53419,  0.44104
8767, 91, -0.09598,  0.07947, -0.00136, -0.41642,  0.68327,  0.64776,  0.02023, -0.73765,  0.72187, -1.00,  0.5503,  0.6325,  0.55118,  0.45072
8768, 1020, -0.09298,  0.08069, -0.00145, -0.35255,  0.57932,  0.75634, -0.06044, -0.84652,  0.56189, -1.00,  0.548,  0.6192,  0.55025,  0.43297
8769, 38, -0.11535,  0.07445, -0.0071,  0.0165,  0.99883,  0.16324, -0.1087, -0.1933,  0.98996, -1.00,  0.5161,  0.7103,  0.51609,  0.55295
8770, 35, -0.12133,  0.0755, -0.00668,  0.16368,  0.97474,  0.09044, -0.10297, -0.07974,  0.98305, -1.00,  0.5166,  0.7298,  0.51938,  0.57704
8771, 39, -0.1202,  0.07474, -0.00392,  0.19991,  0.94469,  0.20589, -0.05165, -0.20701,  0.96278, -1.00,  0.528,  0.7251,  0.53429,  0.57244
8772, 637, -0.10437,  0.07483, -0.01439, -0.37414,  0.63498, -0.70613, -0.15409,  0.76577,  0.66874, -1.00,  0.4648,  0.67,  0.4628,  0.50395
8773, 1054, -0.10221,  0.07924, -0.01285, -0.5272,  0.62799, -0.65471, -0.13802,  0.74323,  0.73394, -1.00,  0.4765,  0.6574,  0.47916,  0.4868
8774, 1055, -0.10065,  0.07754, -0.01463, -0.4503,  0.57282, -0.73461, -0.17235,  0.78411,  0.65673, -1.00,  0.463,  0.6533,  0.46356,  0.47945
8775, 1066, -0.09716,  0.07968, -0.01478, -0.42788,  0.52251, -0.79002, -0.1228,  0.85313,  0.58246, -1.00,  0.4634,  0.6389,  0.46495,  0.45798
8776, 1061, -0.09869,  0.07622, -0.01642, -0.42048,  0.60075, -0.72064, -0.11506,  0.77845,  0.66434, -1.00,  0.4493,  0.6478,  0.44774,  0.47088
8777, 1055, -0.10065,  0.07754, -0.01463, -0.4503,  0.57282, -0.73461, -0.17235,  0.78411,  0.65673, -1.00,  0.463,  0.6533,  0.46356,  0.47945
8778, 579, -0.08478,  0.08173, -0.0162,  0.36407,  0.5292, -0.749, -0.03525,  0.82323,  0.55011, -1.00,  0.4583,  0.592,  0.44824,  0.39498
8779, 583, -0.08499,  0.07945, -0.0173,  0.13643,  0.36569, -0.89859,  0.19371,  0.89684,  0.35427, -1.00,  0.4451,  0.5916,  0.4373,  0.39651
8780, 582, -0.08606,  0.08119, -0.01674,  0.06431,  0.42496, -0.88731,  0.00029,  0.89706,  0.41124, -1.00,  0.455,  0.5975,  0.44589,  0.40093
8781, 1060, -0.1107,  0.07525, -0.01137, -0.23957,  0.91307, -0.41092,  0.0579,  0.50036,  0.90626, -1.00,  0.4852,  0.6938,  0.48687,  0.53278
8782, 84, -0.11109,  0.07579, -0.00937, -0.27639,  0.99106, -0.09586, -0.04986,  0.08596,  1.03243, -1.00,  0.5001,  0.6967,  0.50,  0.53312
8783, 83, -0.10691,  0.07778, -0.00934, -0.52258,  0.89867, -0.10006, -0.0504,  0.08689,  1.04364, -1.00,  0.5001,  0.6788,  0.50,  0.51416
8784, 820, -0.12204,  0.06916, -0.03564,  0.13556,  0.81814, -0.19238, -0.0811,  0.21195,  0.81664, -1.00,  0.3854,  0.744,  0.36052,  0.59272
8785, 810, -0.12564,  0.07161, -0.0307,  0.17992,  0.84799, -0.17866, -0.10643,  0.22102,  0.84379, -1.00,  0.4174,  0.7535,  0.39601,  0.60829
8786, 821, -0.12151,  0.07001, -0.03031,  0.22056,  0.84725, -0.1364, -0.06422,  0.17614,  0.86132, -1.00,  0.4105,  0.7399,  0.38907,  0.58998
8787, 387, -0.08683,  0.08255, -0.00065, -0.01751,  0.56604,  0.80706, -0.04679, -0.81689,  0.55167, -1.00,  0.5452,  0.5975,  0.55411,  0.40093
8788, 405, -0.08915,  0.08363, -0.00175, -0.25621,  0.51794,  0.80616,  0.13331, -0.81343,  0.54827, -1.00,  0.5372,  0.6045,  0.54548,  0.4108
8789, 397, -0.08822,  0.08198, -0.0005, -0.23465,  0.46874,  0.84183, -0.13185, -0.88034,  0.4332, -1.00,  0.5479,  0.6022,  0.5563,  0.40852
8790, 866, -0.12361,  0.06671, -0.04295, -0.00447,  0.71854, -0.35593, -0.09372,  0.35309,  0.71046, -1.00,  0.3587,  0.7578,  0.32558,  0.60871
8791, 812, -0.13001,  0.06978, -0.03755, -0.0435,  0.78572, -0.32509, -0.11792,  0.32387,  0.77212, -1.00,  0.3895,  0.7736,  0.36225,  0.63333
8792, 811, -0.12552,  0.06978, -0.03697,  0.07828,  0.79702, -0.23901, -0.09612,  0.25129,  0.78391, -1.00,  0.3877,  0.7566,  0.36178,  0.61072
8793, 82, -0.1109,  0.07559, -0.00728, -0.27051,  0.96642,  0.2298, -0.14834, -0.34442,  0.96664, -1.00,  0.515,  0.6938,  0.51313,  0.53278
8794, 80, -0.10673,  0.07768, -0.00724, -0.50716,  0.87172,  0.24963, -0.01084, -0.37662,  0.97793, -1.00,  0.5141,  0.6781,  0.51247,  0.51286
8795, 83, -0.10691,  0.07778, -0.00934, -0.52258,  0.89867, -0.10006, -0.0504,  0.08689,  1.04364, -1.00,  0.5001,  0.6788,  0.50,  0.51416
8796, 263, -0.16083,  0.07043, -0.00118, -0.40889,  0.91159,  0.04252, -0.04658, -0.06739,  0.99664, -1.00,  0.5356,  0.841,  0.54967,  0.7537
8797, 264, -0.17015,  0.06483, -0.01131, -0.53458,  0.83968, -0.09573, -0.04807,  0.08288,  0.9954, -1.00,  0.5001,  0.8768,  0.50,  0.81035
8798, 262, -0.17074,  0.06479,  0.00032, -0.537,  0.84175,  0.05548, -0.04432, -0.09382,  0.9946, -1.00,  0.5404,  0.8756,  0.55851,  0.80975
8799, 815, -0.12103,  0.07498, -0.01294,  0.17935,  0.94773, -0.23394,  0.00906,  0.24167,  0.9617, -1.00,  0.4836,  0.7298,  0.48062,  0.57704
8800, 37, -0.11572,  0.07465, -0.0095,  0.02251,  1.0095, -0.08296, -0.04877,  0.08409,  1.00991, -1.00,  0.5001,  0.7124,  0.50,  0.55397
8801, 817, -0.11513,  0.07406, -0.01179,  0.04001,  0.9583, -0.32347,  0.015,  0.35485,  0.9503, -1.00,  0.4841,  0.7103,  0.48391,  0.55295
8802, 550, -0.0749,  0.08407, -0.01307, -0.2076,  0.90439, -0.60752, -0.26204,  0.64819,  0.8722, -1.00,  0.4782,  0.5304,  0.47007,  0.34034
8803, 551, -0.07678,  0.08326, -0.01296, -0.27127,  0.84664, -0.55513, -0.20501,  0.59909,  0.84871, -1.00,  0.4749,  0.5401,  0.46818,  0.35023
8804, 552, -0.07705,  0.08445, -0.01079, -0.31171,  0.94698, -0.32221, -0.16464,  0.35299,  0.97269, -1.00,  0.4889,  0.5388,  0.48496,  0.35109
8805, 342, -0.07198,  0.08578, -0.00832,  0.46372,  0.97822, -0.05905, -0.05066,  0.08735,  1.04915, -1.00,  0.5001,  0.516,  0.50,  0.32622
8806, 344, -0.07446,  0.086, -0.00616, -0.00139,  1.0686,  0.22587,  0.036, -0.30846,  1.0363, -1.00,  0.5087,  0.5258,  0.51336,  0.33736
8807, 340, -0.07232,  0.08524, -0.00615,  0.43975,  0.95676,  0.29621, -0.0594, -0.3812,  1.02281, -1.00,  0.5085,  0.517,  0.51291,  0.32609
8808, 560, -0.08274,  0.08263, -0.01134,  0.1334,  0.63641, -0.68594,  0.00626,  0.76499,  0.64607, -1.00,  0.4748,  0.5713,  0.47249,  0.38213
8809, 555, -0.08106,  0.08381, -0.01071,  0.08475,  0.81004, -0.56839, -0.17122,  0.63241,  0.77527, -1.00,  0.4846,  0.5609,  0.48235,  0.37164
8810, 557, -0.08102,  0.08171, -0.01308, -0.10222,  0.85931, -0.51769, -0.18727,  0.51627,  0.85574, -1.00,  0.4677,  0.5637,  0.46126,  0.37399
8811, 561, -0.08482,  0.08233, -0.01214,  0.83437,  0.51881, -0.2824, -0.17975,  0.67306,  0.76017, -1.00,  0.4734,  0.5822,  0.46769,  0.38782
8812, 560, -0.08274,  0.08263, -0.01134,  0.1334,  0.63641, -0.68594,  0.00626,  0.76499,  0.64607, -1.00,  0.4748,  0.5713,  0.47249,  0.38213
8813, 585, -0.08258,  0.08175, -0.01252,  0.10001,  0.88504, -0.38628, -0.26461,  0.3406,  0.91671, -1.00,  0.4686,  0.5719,  0.4633,  0.38232
8814, 39, -0.1202,  0.07474, -0.00392,  0.19991,  0.94469,  0.20589, -0.05165, -0.20701,  0.96278, -1.00,  0.528,  0.7251,  0.53429,  0.57244
8815, 36, -0.12582,  0.07621, -0.00206,  0.20534,  0.94933,  0.12702, -0.0023, -0.12989,  0.96875, -1.00,  0.5318,  0.7453,  0.5409,  0.59852
8816, 21, -0.1223,  0.07438,  0.00118,  0.27876,  0.91156,  0.17348,  0.01536, -0.19855,  0.94563, -1.00,  0.546,  0.7323,  0.5597,  0.58217
8817, 351, -0.07536,  0.08487, -0.00359, -0.25766,  0.99055,  0.42727,  0.17225, -0.49329,  0.98821, -1.00,  0.522,  0.5304,  0.52993,  0.34034
8818, 354, -0.07564,  0.08575, -0.00614, -0.36,  1.00858,  0.15827,  0.07708, -0.21564,  1.04823, -1.00,  0.5098,  0.5303,  0.51381,  0.3421
8819, 353, -0.07728,  0.08484, -0.00615, -0.33358,  0.98465,  0.13022,  0.06799, -0.18634,  1.02883, -1.00,  0.5113,  0.5388,  0.51504,  0.35109
8820, 369, -0.08466,  0.08453, -0.00358,  0.91491,  0.3071, -0.00176,  0.16404, -0.44311,  0.87612, -1.00,  0.5294,  0.5882,  0.53778,  0.38988
8821, 372, -0.08415,  0.08337, -0.00272,  0.84638,  0.47989, -0.04781,  0.20682, -0.1711,  0.96442, -1.00,  0.5384,  0.5842,  0.54724,  0.38746
8822, 365, -0.08521,  0.08192, -0.00503,  0.75344,  0.59139,  0.24447,  0.13195, -0.49811,  0.8531, -1.00,  0.5268,  0.5822,  0.53231,  0.38782
8823, 23, -0.12582,  0.07621, -0.00206,  0.20534,  0.94933,  0.12702, -0.0023, -0.12989,  0.96875, -1.00,  0.5318,  0.7453,  0.5409,  0.59852
8824, 22, -0.12636,  0.07513,  0.00529,  0.24214,  0.89719,  0.09316,  0.02721, -0.11546,  0.92171, -1.00,  0.559,  0.7477,  0.57726,  0.60147
8825, 21, -0.1223,  0.07438,  0.00118,  0.27876,  0.91156,  0.17348,  0.01536, -0.19855,  0.94563, -1.00,  0.546,  0.7323,  0.5597,  0.58217
8826, 545, -0.07363,  0.08423, -0.01295,  0.1541,  0.96561, -0.5647, -0.27729,  0.66704,  0.88076, -1.00,  0.4799,  0.5257,  0.47132,  0.33449
8827, 544, -0.07424,  0.08562, -0.01068,  0.02878,  1.01665, -0.39816, -0.13253,  0.47491,  0.96294, -1.00,  0.4915,  0.5258,  0.48664,  0.33736
8828, 543, -0.07212,  0.08488, -0.01036,  0.47372,  0.89828, -0.40655, -0.0357,  0.5452,  0.94682, -1.00,  0.4917,  0.517,  0.48709,  0.32609
8829, 1060, -0.1107,  0.07525, -0.01137, -0.23957,  0.91307, -0.41092,  0.0579,  0.50036,  0.90626, -1.00,  0.4852,  0.6938,  0.48687,  0.53278
8830, 83, -0.10691,  0.07778, -0.00934, -0.52258,  0.89867, -0.10006, -0.0504,  0.08689,  1.04364, -1.00,  0.5001,  0.6788,  0.50,  0.51416
8831, 1058, -0.10653,  0.07734, -0.01136, -0.47398,  0.81452, -0.43741, -0.07979,  0.53288,  0.89887, -1.00,  0.4861,  0.6781,  0.48754,  0.51281
8832, 1024, -0.09171,  0.0815, -0.00162, -0.39934,  0.43513,  0.81543, -0.04353, -0.90287,  0.44026, -1.00,  0.5451,  0.6147,  0.54924,  0.42652
8833, 1019, -0.09481,  0.08245, -0.0034, -0.48317,  0.55082,  0.73199,  0.04335, -0.8301,  0.61669, -1.00,  0.5351,  0.627,  0.53419,  0.44104
8834, 1020, -0.09298,  0.08069, -0.00145, -0.35255,  0.57932,  0.75634, -0.06044, -0.84652,  0.56189, -1.00,  0.548,  0.6192,  0.55025,  0.43297
8835, 561, -0.08482,  0.08233, -0.01214,  0.83437,  0.51881, -0.2824, -0.17975,  0.67306,  0.76017, -1.00,  0.4734,  0.5822,  0.46769,  0.38782
8836, 570, -0.08303,  0.08121, -0.01377,  0.54379,  0.79377,  0.05397, -0.43605,  0.10058,  0.89152, -1.00,  0.4636,  0.576,  0.45652,  0.38367
8837, 567, -0.08358,  0.08236, -0.01459,  0.84172,  0.48793,  0.04875, -0.29679,  0.32622,  0.89869, -1.00,  0.4618,  0.5842,  0.45276,  0.38746
8838, 802, -0.12041,  0.07053, -0.02524,  0.28438,  0.89574, -0.16656, -0.1046,  0.23466,  0.91692, -1.00,  0.4299,  0.7337,  0.41077,  0.58266
8839, 804, -0.12487,  0.07261, -0.02509,  0.25709,  0.87142, -0.21631, -0.11437,  0.26573,  0.88314, -1.00,  0.4412,  0.7477,  0.42274,  0.60147
8840, 803, -0.12124,  0.07257, -0.02055,  0.30133,  0.87264, -0.29402, -0.1042,  0.35172,  0.89404, -1.00,  0.4542,  0.7323,  0.4403,  0.58217
8841, 555, -0.08106,  0.08381, -0.01071,  0.08475,  0.81004, -0.56839, -0.17122,  0.63241,  0.77527, -1.00,  0.4846,  0.5609,  0.48235,  0.37164
8842, 554, -0.07917,  0.08381, -0.01077, -0.12561,  0.91975, -0.36953, -0.16414,  0.40066,  0.91465, -1.00,  0.4867,  0.5506,  0.48362,  0.36264
8843, 556, -0.07904,  0.08231, -0.01288, -0.22182,  0.80666, -0.53522, -0.16478,  0.56701,  0.8117, -1.00,  0.4715,  0.5526,  0.46562,  0.36232
8844, 868, -0.12734,  0.06568, -0.04423, -0.12039,  0.67759, -0.43376, -0.07144,  0.43901,  0.67875, -1.00,  0.3552,  0.7718,  0.3204,  0.62947
8845, 900, -0.13768,  0.06817, -0.03792, -0.16922,  0.80141, -0.43489, -0.12365,  0.42865,  0.81083, -1.00,  0.3907,  0.7911,  0.3608,  0.66678
8846, 812, -0.13001,  0.06978, -0.03755, -0.0435,  0.78572, -0.32509, -0.11792,  0.32387,  0.77212, -1.00,  0.3895,  0.7736,  0.36225,  0.63333
8847, 551, -0.07678,  0.08326, -0.01296, -0.27127,  0.84664, -0.55513, -0.20501,  0.59909,  0.84871, -1.00,  0.4749,  0.5401,  0.46818,  0.35023
8848, 554, -0.07917,  0.08381, -0.01077, -0.12561,  0.91975, -0.36953, -0.16414,  0.40066,  0.91465, -1.00,  0.4867,  0.5506,  0.48362,  0.36264
8849, 552, -0.07705,  0.08445, -0.01079, -0.31171,  0.94698, -0.32221, -0.16464,  0.35299,  0.97269, -1.00,  0.4889,  0.5388,  0.48496,  0.35109
8850, 579, -0.08478,  0.08173, -0.0162,  0.36407,  0.5292, -0.749, -0.03525,  0.82323,  0.55011, -1.00,  0.4583,  0.592,  0.44824,  0.39498
8851, 568, -0.08402,  0.08227, -0.01538,  0.68566,  0.53519, -0.45784, -0.05623,  0.69092,  0.7084, -1.00,  0.4604,  0.5879,  0.45092,  0.39077
8852, 571, -0.08318,  0.08093, -0.01554,  0.71096,  0.5289, -0.42393, -0.07619,  0.69427,  0.70117, -1.00,  0.4544,  0.5818,  0.44645,  0.38518
8853, 384, -0.0855,  0.083, -0.00114,  0.29493,  0.64841,  0.68278, -0.02412, -0.72088,  0.67921, -1.00,  0.5419,  0.592,  0.55176,  0.39498
8854, 383, -0.08776,  0.08436, -0.002, -0.03397,  0.63449,  0.75957,  0.132, -0.75987,  0.62123, -1.00,  0.5341,  0.5994,  0.54363,  0.40391
8855, 387, -0.08683,  0.08255, -0.00065, -0.01751,  0.56604,  0.80706, -0.04679, -0.81689,  0.55167, -1.00,  0.5452,  0.5975,  0.55411,  0.40093
8856, 365, -0.08521,  0.08192, -0.00503,  0.75344,  0.59139,  0.24447,  0.13195, -0.49811,  0.8531, -1.00,  0.5268,  0.5822,  0.53231,  0.38782
8857, 364, -0.083,  0.0831, -0.00586,  0.07221,  0.74191,  0.58111, -0.07415, -0.64794,  0.75983, -1.00,  0.5254,  0.5713,  0.52744,  0.38214
8858, 363, -0.083,  0.08483, -0.00664,  0.38053,  0.34523,  0.82156, -0.17297, -0.93664,  0.34625, -1.00,  0.5193,  0.5731,  0.52338,  0.38393
8859, 544, -0.07424,  0.08562, -0.01068,  0.02878,  1.01665, -0.39816, -0.13253,  0.47491,  0.96294, -1.00,  0.4915,  0.5258,  0.48664,  0.33736
8860, 545, -0.07363,  0.08423, -0.01295,  0.1541,  0.96561, -0.5647, -0.27729,  0.66704,  0.88076, -1.00,  0.4799,  0.5257,  0.47132,  0.33449
8861, 550, -0.0749,  0.08407, -0.01307, -0.2076,  0.90439, -0.60752, -0.26204,  0.64819,  0.8722, -1.00,  0.4782,  0.5304,  0.47007,  0.34034
8862, 30, -0.13268,  0.07436,  0.01748, -0.06815,  0.82822,  0.18532,  0.04091, -0.19109,  0.82266, -1.00,  0.6107,  0.7736,  0.63775,  0.63333
8863, 25, -0.1326,  0.07583,  0.00964,  0.03225,  0.88802,  0.10281,  0.06056, -0.1144,  0.87896, -1.00,  0.5747,  0.7693,  0.59447,  0.63218
8864, 27, -0.14038,  0.07508,  0.00742, -0.14147,  0.92904,  0.13427,  0.01224, -0.13866,  0.93835, -1.00,  0.5679,  0.7881,  0.58798,  0.66519
8865, 567, -0.08358,  0.08236, -0.01459,  0.84172,  0.48793,  0.04875, -0.29679,  0.32622,  0.89869, -1.00,  0.4618,  0.5842,  0.45276,  0.38746
8866, 571, -0.08318,  0.08093, -0.01554,  0.71096,  0.5289, -0.42393, -0.07619,  0.69427,  0.70117, -1.00,  0.4544,  0.5818,  0.44645,  0.38518
8867, 568, -0.08402,  0.08227, -0.01538,  0.68566,  0.53519, -0.45784, -0.05623,  0.69092,  0.7084, -1.00,  0.4604,  0.5879,  0.45092,  0.39077
8868, 344, -0.07446,  0.086, -0.00616, -0.00139,  1.0686,  0.22587,  0.036, -0.30846,  1.0363, -1.00,  0.5087,  0.5258,  0.51336,  0.33736
8869, 354, -0.07564,  0.08575, -0.00614, -0.36,  1.00858,  0.15827,  0.07708, -0.21564,  1.04823, -1.00,  0.5098,  0.5303,  0.51381,  0.3421
8870, 351, -0.07536,  0.08487, -0.00359, -0.25766,  0.99055,  0.42727,  0.17225, -0.49329,  0.98821, -1.00,  0.522,  0.5304,  0.52993,  0.34034
8871, 1019, -0.09481,  0.08245, -0.0034, -0.48317,  0.55082,  0.73199,  0.04335, -0.8301,  0.61669, -1.00,  0.5351,  0.627,  0.53419,  0.44104
8872, 89, -0.09771,  0.08064, -0.00338, -0.49734,  0.64227,  0.64836,  0.0597, -0.74433,  0.72427, -1.00,  0.5368,  0.6389,  0.53505,  0.45798
8873, 91, -0.09598,  0.07947, -0.00136, -0.41642,  0.68327,  0.64776,  0.02023, -0.73765,  0.72187, -1.00,  0.5503,  0.6325,  0.55118,  0.45072
8874, 342, -0.07198,  0.08578, -0.00832,  0.46372,  0.97822, -0.05905, -0.05066,  0.08735,  1.04915, -1.00,  0.5001,  0.516,  0.50,  0.32622
8875, 543, -0.07212,  0.08488, -0.01036,  0.47372,  0.89828, -0.40655, -0.0357,  0.5452,  0.94682, -1.00,  0.4917,  0.517,  0.48709,  0.32609
8876, 544, -0.07424,  0.08562, -0.01068,  0.02878,  1.01665, -0.39816, -0.13253,  0.47491,  0.96294, -1.00,  0.4915,  0.5258,  0.48664,  0.33736
8877, 404, -0.09055,  0.0826, -0.00174, -0.3912,  0.42334,  0.81901,  0.05169, -0.88463,  0.46122, -1.00,  0.541,  0.6098,  0.54757,  0.41934
8878, 397, -0.08822,  0.08198, -0.0005, -0.23465,  0.46874,  0.84183, -0.13185, -0.88034,  0.4332, -1.00,  0.5479,  0.6022,  0.5563,  0.40852
8879, 405, -0.08915,  0.08363, -0.00175, -0.25621,  0.51794,  0.80616,  0.13331, -0.81343,  0.54827, -1.00,  0.5372,  0.6045,  0.54548,  0.4108
8880, 817, -0.11513,  0.07406, -0.01179,  0.04001,  0.9583, -0.32347,  0.015,  0.35485,  0.9503, -1.00,  0.4841,  0.7103,  0.48391,  0.55295
8881, 818, -0.11964,  0.07378, -0.01541,  0.22622,  0.89933, -0.33885, -0.03908,  0.36343,  0.91589, -1.00,  0.4722,  0.7251,  0.46573,  0.57245
8882, 815, -0.12103,  0.07498, -0.01294,  0.17935,  0.94773, -0.23394,  0.00906,  0.24167,  0.9617, -1.00,  0.4836,  0.7298,  0.48062,  0.57704
8883, 356, -0.07903,  0.08439, -0.00854, -0.08488,  1.01471, -0.08859, -0.04936,  0.08511,  1.02221, -1.00,  0.5001,  0.5484,  0.50,  0.3621
8884, 355, -0.07938,  0.08419, -0.00627, -0.15306,  0.96708,  0.19897,  0.07266, -0.24294,  0.97968, -1.00,  0.5135,  0.5506,  0.51638,  0.36264
8885, 353, -0.07728,  0.08484, -0.00615, -0.33358,  0.98465,  0.13022,  0.06799, -0.18634,  1.02883, -1.00,  0.5113,  0.5388,  0.51504,  0.35109
8886, 273, -0.15098,  0.07254,  0.00776, -0.26845,  0.94486,  0.18456,  0.01525, -0.18917,  0.98183, -1.00,  0.5707,  0.813,  0.59307,  0.70668
8887, 274, -0.14035,  0.07278,  0.01737, -0.20367,  0.8608,  0.27848,  0.04207, -0.28799,  0.87851, -1.00,  0.6095,  0.7911,  0.63918,  0.66674
8888, 27, -0.14038,  0.07508,  0.00742, -0.14147,  0.92904,  0.13427,  0.01224, -0.13866,  0.93835, -1.00,  0.5679,  0.7881,  0.58798,  0.66519
8889, 1071, -0.08987,  0.08139, -0.01603, -0.30765,  0.27928, -0.91126, -0.08853,  0.94817,  0.30184, -1.00,  0.4592,  0.6098,  0.45243,  0.41934
8890, 592, -0.08743,  0.08059, -0.01693, -0.14927,  0.32153, -0.92617,  0.0968,  0.94078,  0.29261, -1.00,  0.4523,  0.6022,  0.4437,  0.40852
8891, 594, -0.08867,  0.07953, -0.01695, -0.27752,  0.25866, -0.91635,  0.1476,  0.95938,  0.19432, -1.00,  0.4482,  0.6058,  0.44133,  0.41574
8892, 820, -0.12204,  0.06916, -0.03564,  0.13556,  0.81814, -0.19238, -0.0811,  0.21195,  0.81664, -1.00,  0.3854,  0.744,  0.36052,  0.59272
8893, 811, -0.12552,  0.06978, -0.03697,  0.07828,  0.79702, -0.23901, -0.09612,  0.25129,  0.78391, -1.00,  0.3877,  0.7566,  0.36178,  0.61072
